CMDLINE /global/homes/t/tommylin/.conda/envs/myenv/bin/python main.py
MEM 1333.453125 1707870139.1631
MEM 1403.320312 1707870139.2634
MEM 1429.359375 1707870139.3638
MEM 1505.929688 1707870139.4641
MEM 1473.679688 1707870139.5644
MEM 1473.679688 1707870139.6647
MEM 1473.679688 1707870139.7649
MEM 1473.679688 1707870139.8652
MEM 1473.679688 1707870139.9654
MEM 1477.800781 1707870140.0657
MEM 1487.855469 1707870140.1658
MEM 1516.472656 1707870140.2661
MEM 1516.472656 1707870140.3663
MEM 1516.472656 1707870140.4665
MEM 1538.394531 1707870140.5668
MEM 1538.394531 1707870140.6671
MEM 1603.101562 1707870140.7675
MEM 1624.500000 1707870140.8679
MEM 1702.359375 1707870140.9682
MEM 1736.906250 1707870141.0686
MEM 1797.234375 1707870141.1689
MEM 1849.570312 1707870141.2692
MEM 1883.343750 1707870141.3695
MEM 1941.351562 1707870141.4699
MEM 1929.921875 1707870141.5702
MEM 1967.820312 1707870141.6705
MEM 1955.187500 1707870141.7708
MEM 1966.015625 1707870141.8710
MEM 1991.281250 1707870141.9713
MEM 1991.281250 1707870142.0715
MEM 1996.179688 1707870142.1718
MEM 2005.718750 1707870142.2720
MEM 2034.335938 1707870142.3722
MEM 2034.335938 1707870142.4724
MEM 2034.335938 1707870142.5727
MEM 2056.265625 1707870142.6730
MEM 2109.886719 1707870142.7734
MEM 2163.769531 1707870142.8737
MEM 2185.425781 1707870142.9741
MEM 2185.425781 1707870143.0744
MEM 2196.253906 1707870143.1747
MEM 2207.082031 1707870143.2751
MEM 2207.082031 1707870143.3755
MEM 2217.910156 1707870143.4763
MEM 2228.480469 1707870143.5767
MEM 2228.480469 1707870143.6770
MEM 2164.144531 1707870143.7774
MEM 2164.144531 1707870143.8777
MEM 2164.144531 1707870143.9781
MEM 2216.476562 1707870144.0784
MEM 2303.101562 1707870144.1788
MEM 2347.445312 1707870144.2791
MEM 2426.078125 1707870144.3795
MEM 2490.015625 1707870144.4798
MEM 2498.597656 1707870144.5801
MEM 2501.687500 1707870144.6805
MEM 2512.257812 1707870144.7807
MEM 2541.390625 1707870144.8810
MEM 2541.390625 1707870144.9812
MEM 2541.906250 1707870145.0815
